area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d3026,307,307,0,118,161,10,78,69,78,188,170,20,23,41,120,331,56
d3027,293,293,0,110,177,1,23,22,29,139,172,55,73,79,193,202,16
d3028,301,301,0,123,148,16,64,73,93,165,154,19,27,24,99,339,69
d3029,263,263,0,89,163,4,32,56,48,159,145,30,21,42,106,265,46
d3030,252,252,0,111,103,19,90,77,84,130,132,19,22,25,72,282,85
d3031,287,0,287,104,171,3,38,11,7,117,150,110,98,55,264,173,1
d3032,289,0,289,119,164,4,10,9,6,111,106,113,124,41,174,235,19
d3033,280,280,0,119,129,17,66,75,88,143,151,21,16,21,85,315,73
d3034,296,0,296,71,223,2,0,12,8,197,184,70,52,37,202,254,30
d3035,253,0,253,50,187,8,38,6,9,164,143,75,89,48,284,139,15
d3036,280,280,0,93,168,9,43,64,63,162,168,16,26,46,120,280,53
d3037,267,267,0,109,123,17,81,87,88,145,129,19,19,22,85,310,70
d3038,281,0,281,76,196,6,13,5,11,177,172,63,71,54,260,175,10
d3039,256,256,0,84,148,9,66,56,72,159,144,23,19,33,95,306,39
d3040,278,278,0,110,130,17,93,103,80,156,136,17,22,31,85,320,78
d3041,313,0,313,127,182,2,9,8,7,122,111,134,124,45,171,257,33
d3042,293,293,0,105,165,7,70,64,76,155,195,22,14,41,118,311,56
d3043,321,0,321,144,175,1,5,16,10,112,107,134,123,45,192,243,22
d3044,252,252,0,97,120,12,102,90,98,122,129,19,17,37,80,296,62
d3045,280,0,280,71,202,6,4,4,9,163,164,72,85,67,266,151,13
d3046,273,273,0,92,161,6,62,64,71,148,169,18,24,38,112,288,56
d3047,269,269,0,102,134,10,103,86,79,154,149,15,20,34,89,297,83
d3048,260,0,260,57,196,4,16,11,8,155,161,79,63,50,261,156,10
d3049,319,0,319,128,189,1,4,12,14,108,122,148,109,42,182,252,37
d3050,252,252,0,94,123,8,119,77,89,147,129,20,21,20,89,308,66
d3051,289,289,0,113,141,10,114,80,103,164,150,24,18,37,94,323,85
d3052,203,203,0,43,81,28,231,136,126,99,100,30,29,9,63,362,86
d3053,306,306,0,120,175,2,41,31,27,165,188,50,56,70,214,213,20
d3054,277,0,277,69,198,7,14,9,9,155,189,75,63,68,245,175,12
d3055,268,0,268,70,186,5,32,13,10,163,162,76,65,53,267,157,12
d3056,275,0,275,62,204,1,34,10,6,173,185,65,68,52,274,165,16
d3057,256,256,0,95,140,10,53,64,67,129,154,20,24,36,106,262,54
d3058,332,0,332,147,178,2,23,14,11,119,117,139,132,40,196,259,37
d3059,299,299,0,121,171,2,23,24,36,163,172,50,47,70,192,211,19
d3060,278,0,278,58,210,5,23,12,10,167,160,85,82,66,270,171,9
d3061,288,0,288,107,178,2,4,11,2,114,95,126,125,41,165,244,23
d3062,278,0,278,108,158,1,49,7,8,123,130,111,97,63,265,147,1
d3063,225,225,0,44,108,35,172,123,130,108,118,25,33,10,57,388,82
d3064,297,297,0,124,148,16,38,76,101,140,146,17,26,39,92,312,63
d3065,318,318,0,137,173,4,19,28,25,171,181,51,58,60,200,232,22
d3066,339,339,0,157,175,3,16,21,44,169,190,55,53,71,236,210,15
d3067,338,338,0,156,175,4,13,32,28,165,182,60,64,70,217,227,17
d3068,270,0,270,71,189,6,19,13,9,182,156,65,61,48,269,153,16
d3069,305,305,0,144,150,5,29,27,29,152,167,61,52,81,193,200,14
d3070,282,0,282,73,199,4,25,9,12,161,170,74,82,56,277,162,13
d3071,296,0,296,63,221,5,30,15,19,186,168,67,95,59,291,188,12
d3072,283,283,0,96,163,11,58,66,65,163,170,19,30,31,129,292,61
d3073,260,260,0,90,149,7,62,55,48,160,161,17,30,34,103,299,35
d3074,283,0,283,87,192,1,12,9,11,171,177,51,67,28,202,232,24
d3075,285,285,0,109,137,17,96,92,85,163,148,24,18,28,94,333,75
d3076,274,0,274,64,200,6,18,9,8,188,147,71,77,62,279,151,8
d3077,300,0,300,111,183,3,14,4,10,117,95,127,147,48,198,220,34
d3078,279,0,279,74,202,1,8,7,17,164,163,68,70,38,188,238,25
d3079,289,0,289,86,200,1,9,10,7,164,154,81,82,55,267,164,12
d3080,296,0,296,136,157,2,6,6,10,87,109,128,122,35,180,216,31
d3081,272,272,0,85,160,16,52,60,63,162,170,24,26,41,117,296,51
d3082,282,282,0,91,171,6,63,59,85,161,163,24,22,38,119,312,45
d3083,301,301,0,130,146,10,70,91,87,165,142,14,23,29,73,346,74
d3084,299,0,299,94,203,1,6,8,16,157,195,71,62,41,185,266,17
d3085,325,325,0,153,166,2,18,24,40,168,185,45,47,65,202,229,13
d3086,266,0,266,66,189,4,30,10,13,155,161,65,82,55,266,155,10
d3087,291,291,0,117,165,3,27,36,31,160,161,43,52,59,192,215,17
d3088,278,278,0,110,140,17,51,90,78,132,144,23,25,28,73,322,69
d3089,281,281,0,100,165,12,19,73,61,156,141,26,28,27,115,295,48
d3090,274,0,274,64,201,1,35,17,12,167,145,79,84,52,271,171,10
d3091,277,0,277,88,187,0,8,14,11,165,161,50,69,32,187,234,17
d3092,303,303,0,129,168,4,8,30,30,159,159,52,55,70,178,216,21
d3093,275,0,275,78,192,1,19,11,9,171,168,53,72,38,182,237,27
d3094,289,0,289,112,171,0,27,7,6,104,123,112,129,46,179,233,23
d3095,181,181,0,32,78,33,176,102,125,87,97,24,28,13,54,321,75
d3096,279,279,0,101,149,12,76,72,70,145,176,28,20,42,118,292,59
d3097,290,290,0,118,142,12,83,87,105,133,148,23,25,24,83,345,69
d3098,261,0,261,67,181,4,41,12,6,167,158,77,62,54,276,142,10
d3099,275,275,0,105,137,15,82,76,77,144,161,25,23,37,89,317,63
d3100,263,0,263,65,189,3,27,10,11,149,168,76,65,49,260,158,12
d3101,277,277,0,99,145,19,67,84,82,154,139,24,30,21,82,314,96
d3102,285,285,0,115,161,3,24,32,36,152,171,37,42,60,188,203,19
d3103,206,206,0,48,92,29,173,125,102,97,107,25,36,14,39,373,66
d3104,271,271,0,107,127,17,86,88,84,145,148,17,16,30,78,306,84
d3105,304,0,304,126,172,2,17,6,10,146,112,117,102,52,282,157,2
d3106,261,261,0,85,147,10,81,82,66,163,134,24,21,21,128,296,45
d3107,276,0,276,64,204,3,20,17,5,167,172,74,66,59,269,163,10
d3108,278,278,0,113,141,11,60,69,66,151,153,22,27,35,122,281,50
d3109,278,0,278,75,193,4,27,12,14,178,139,73,84,60,266,159,15
d3110,285,0,285,91,180,5,43,9,13,176,167,70,74,56,259,181,13
d3111,303,303,0,132,165,1,21,28,24,172,157,58,47,55,205,207,19
d3112,255,255,0,98,115,19,101,88,85,153,122,15,23,32,75,308,71
d3113,268,0,268,61,191,6,44,8,10,192,162,67,66,59,272,163,11
d3114,291,291,0,105,162,9,63,72,64,171,168,21,23,33,129,300,57
d3115,295,0,295,107,177,9,8,9,6,133,122,113,113,63,275,158,0
d3116,310,310,0,146,160,3,4,25,24,166,161,55,48,69,193,200,17
d3117,251,0,251,59,185,0,29,7,12,157,160,72,50,45,256,144,13
d3118,284,284,0,100,165,8,47,69,57,154,169,24,28,36,98,300,67
d3119,310,310,0,124,181,1,19,30,28,167,185,49,49,64,213,215,16
d3120,280,280,0,100,141,15,107,80,92,163,159,20,20,35,82,337,80
d3121,286,0,286,115,163,3,22,8,9,112,108,115,120,37,171,229,35
d3122,248,248,0,89,118,16,111,93,92,128,133,21,17,25,87,294,78
d3123,285,0,285,69,208,4,21,15,15,167,157,80,84,72,250,186,10
d3124,288,0,288,76,201,4,32,12,8,168,168,97,69,63,292,155,12
d3125,275,275,0,99,156,9,52,66,63,164,147,28,22,39,120,287,44
d3126,264,264,0,75,167,5,74,59,63,150,170,35,21,33,130,281,54
d3127,294,294,0,106,154,11,107,87,89,174,157,21,26,37,95,341,81
d3128,328,0,328,138,183,3,17,15,9,107,128,140,131,41,205,250,34
d3129,215,215,0,39,100,34,188,140,129,96,96,28,40,11,70,356,92
d3130,273,0,273,76,186,1,47,11,8,147,160,76,96,62,255,165,16
d3131,294,0,294,80,211,1,8,8,16,188,177,55,69,37,193,261,22
d3132,274,0,274,77,185,5,32,12,13,148,167,79,75,57,267,162,8
d3133,278,0,278,78,187,4,40,4,18,161,154,73,94,58,260,170,16
d3134,308,308,0,99,201,3,25,65,75,176,166,27,26,43,138,292,62
d3135,261,261,0,89,158,7,32,64,56,152,150,17,19,35,112,268,43
d3136,302,0,302,112,187,2,4,9,8,127,119,113,120,43,177,250,26
d3137,295,295,0,118,146,13,83,77,66,169,169,21,30,35,119,334,44
d3138,270,0,270,60,198,6,31,10,10,153,188,77,67,61,266,165,13
d3139,252,252,0,85,141,9,81,55,54,150,171,25,20,35,110,283,47
d3140,307,0,307,90,212,0,21,24,11,176,176,86,62,35,214,260,26
d3141,293,293,0,98,169,14,54,64,81,174,150,35,28,39,118,314,61
d3142,286,286,0,110,142,15,83,94,88,152,145,23,20,29,82,330,81
d3143,249,0,249,48,189,2,43,8,13,159,150,64,81,58,259,152,6
d3144,324,0,324,141,180,2,4,8,7,110,107,138,141,39,186,251,35
d3145,274,0,274,69,194,2,42,10,6,152,173,83,81,62,289,142,12
d3146,274,274,0,109,131,18,68,92,77,134,139,22,29,28,97,304,64
d3147,245,245,0,80,147,7,50,68,64,135,142,17,19,22,98,272,53
d3148,283,0,283,71,207,2,13,7,12,182,158,71,74,54,272,172,6
d3149,281,0,281,84,188,5,18,14,12,164,136,82,85,50,257,175,11
d3150,266,0,266,60,195,3,33,9,13,166,155,74,75,57,277,150,8
d3151,270,270,0,92,164,3,46,45,72,150,157,28,23,18,117,288,52
d3152,283,283,0,85,179,7,52,77,64,155,173,18,29,36,119,304,57
d3153,299,0,299,106,179,5,40,13,9,141,139,107,110,48,297,172,2
d3154,275,275,0,97,149,15,63,93,82,142,149,21,16,41,77,314,71
d3155,280,280,0,95,160,7,78,66,65,175,154,27,27,24,130,304,56
d3156,262,0,262,72,183,0,30,16,18,164,148,62,60,39,168,231,30
d3157,252,0,252,58,181,5,36,6,5,170,158,71,61,39,266,154,12
d3158,300,300,0,123,171,1,22,21,32,174,169,53,41,71,197,212,10
d3159,281,0,281,63,202,4,52,6,8,199,159,93,66,64,299,158,10
d3160,275,0,275,70,197,2,29,12,4,150,175,81,77,56,273,151,19
d3161,263,0,263,55,197,5,27,11,13,140,157,73,97,53,266,151,21
d3162,282,0,282,70,200,4,33,13,17,176,160,80,69,47,293,165,10
d3163,287,287,0,98,173,4,53,55,61,172,166,27,28,37,123,299,50
d3164,262,262,0,96,127,19,86,95,93,144,125,19,17,25,82,307,79
d3165,249,249,0,94,132,6,75,71,53,146,138,24,19,21,105,279,46
d3166,289,0,289,88,199,0,9,7,17,165,183,59,64,36,199,231,29
d3167,276,276,0,112,146,9,43,68,59,149,146,29,23,33,109,294,38
d3168,250,250,0,81,127,18,109,90,98,152,130,12,16,25,78,327,68
d3169,292,0,292,90,197,3,10,13,12,179,174,68,57,45,180,253,25
d3170,285,0,285,107,161,7,41,16,5,126,116,114,114,70,264,156,1
d3171,295,295,0,129,121,18,118,76,103,149,176,18,21,29,98,330,86
d3172,278,0,278,77,191,5,21,17,12,169,146,79,72,60,272,158,5
d3173,311,311,0,130,177,3,4,27,28,154,181,48,59,62,210,210,15
d3174,277,277,0,93,166,4,61,62,68,156,161,19,32,37,109,304,48
d3175,303,0,303,81,214,3,22,18,13,202,171,61,75,34,214,271,21
d3176,302,302,0,129,165,2,28,40,23,165,162,55,48,68,195,209,21
d3177,298,0,298,114,173,5,24,5,5,134,123,116,116,54,277,167,1
d3178,280,0,280,84,186,3,33,13,14,168,170,71,62,36,200,235,27
d3179,273,273,0,91,165,6,48,66,62,169,148,18,24,31,113,292,51
d3180,314,0,314,137,174,1,9,7,9,126,109,123,123,42,163,263,29
d3181,296,296,0,104,167,3,94,70,81,171,156,32,31,38,127,321,55
d3182,334,334,0,137,185,8,19,28,41,176,184,60,61,69,247,216,18
d3183,284,284,0,102,150,16,68,90,88,134,163,25,18,35,78,333,72
d3184,281,281,0,97,161,7,68,57,68,164,165,29,25,37,112,290,69
d3185,248,248,0,104,111,12,94,70,88,130,129,23,16,28,64,295,69
d3186,290,0,290,73,214,3,0,11,7,169,162,77,84,48,193,243,26
d3187,262,262,0,90,156,3,58,54,56,158,152,21,28,28,107,303,31
d3188,265,0,265,63,194,3,23,10,10,159,150,83,71,56,257,155,15
d3189,282,0,282,70,206,2,18,14,14,148,162,81,87,55,280,164,7
d3190,331,331,0,155,172,2,9,27,28,171,176,50,62,71,197,234,12
d3191,309,0,309,123,181,2,15,7,7,109,119,132,132,36,203,239,28
d3192,267,267,0,100,145,9,57,66,58,160,143,20,27,36,114,271,53
d3193,291,291,0,119,145,7,87,90,90,134,166,21,16,34,73,322,88
d3194,288,0,288,64,213,3,37,12,11,173,176,89,75,66,282,175,13
d3195,299,299,0,108,167,11,58,65,74,171,173,22,28,33,120,325,55
d3196,194,194,0,38,81,33,187,118,107,102,98,28,33,10,65,353,58
d3197,270,270,0,94,152,7,77,70,61,161,156,24,24,38,132,281,45
d3198,308,0,308,83,215,3,32,11,13,191,170,74,95,56,317,171,10
d3199,279,279,0,94,166,8,51,59,61,164,161,28,28,28,119,305,49
d3200,261,261,0,94,126,18,100,85,96,139,136,18,26,27,82,307,84
d3201,284,0,284,102,171,2,36,7,7,132,133,107,100,58,274,151,3
d3202,268,268,0,93,138,17,90,83,105,125,160,19,18,35,71,319,85
d3203,188,188,0,35,77,32,202,126,116,97,95,27,26,9,44,346,88
d3204,284,284,0,113,146,11,59,64,74,163,153,21,22,33,116,295,53
d3205,285,285,0,105,155,11,68,73,72,166,167,21,17,38,130,303,45
d3206,282,0,282,68,205,3,26,15,9,162,172,78,77,58,285,161,9
d3207,323,0,323,157,162,1,15,11,7,126,116,123,116,37,178,252,32
d3208,278,278,0,124,124,9,92,74,87,159,135,17,19,35,74,320,62
d3209,262,262,0,106,125,13,79,91,74,137,135,19,18,30,78,286,80
d3210,311,311,0,145,155,2,40,25,29,160,161,64,62,75,204,208,14
d3211,276,0,276,68,195,1,53,5,13,164,165,76,91,65,265,173,11
d3212,307,0,307,141,160,0,26,7,7,121,116,116,120,39,182,235,31
d3213,285,0,285,92,189,3,4,14,17,155,168,60,69,27,199,231,26
d3214,267,267,0,77,166,9,68,57,78,165,154,22,28,33,111,296,64
d3215,287,0,287,110,166,5,25,5,7,133,132,107,98,59,275,148,0
d3216,294,294,0,130,157,3,17,27,28,143,168,51,53,65,184,202,19
d3217,278,0,278,101,163,6,35,3,5,115,143,112,102,46,268,165,1
d3218,296,296,0,123,168,2,14,31,17,183,157,43,48,68,176,223,12
d3219,268,268,0,107,133,10,81,85,76,144,138,25,16,20,81,297,86
d3220,264,264,0,91,150,7,71,66,59,155,155,26,22,30,115,291,47
d3221,283,283,0,91,171,7,60,63,77,150,169,32,23,38,126,308,42
d3222,300,0,300,134,165,0,6,2,3,110,124,112,119,40,178,226,26
d3223,291,291,0,104,156,14,80,77,81,164,171,22,23,30,125,334,49
d3224,259,259,0,86,148,12,56,66,61,153,153,26,15,32,105,285,52
d3225,304,304,0,142,154,3,23,30,32,155,179,39,47,60,190,213,19
d3226,265,0,265,79,171,5,45,4,8,113,141,108,107,65,276,139,1
d3227,271,271,0,98,140,19,62,67,58,170,162,19,21,36,126,291,44
d3228,273,0,273,61,201,4,32,9,19,163,164,71,81,59,284,150,14
d3229,283,0,283,81,199,1,8,7,17,165,175,61,65,37,193,229,31
d3230,265,265,0,86,152,8,85,65,69,152,158,32,23,37,124,290,48
d3231,286,0,286,82,199,1,18,9,16,177,178,67,54,37,193,252,19
d3232,264,0,264,59,196,4,22,16,14,157,152,73,73,62,268,140,15
d3233,224,224,0,47,109,28,185,134,114,103,114,31,38,7,56,378,93
d3234,282,282,0,95,158,14,76,76,73,175,141,30,34,41,108,321,59
d3235,300,300,0,131,138,14,74,86,76,144,177,22,18,34,87,324,78
d3236,268,268,0,82,161,12,62,65,82,145,161,25,24,45,117,280,60
d3237,289,289,0,97,171,8,53,72,73,176,155,22,18,36,110,320,50
d3238,303,303,0,131,166,1,20,19,30,175,170,37,55,65,204,197,20
d3239,299,299,0,135,162,0,10,34,33,150,163,51,38,71,182,201,15
d3240,263,263,0,101,123,13,113,80,100,172,115,11,21,36,85,299,79
d3241,263,0,263,70,184,6,14,4,5,166,143,82,70,54,275,131,10
d3242,295,0,295,86,207,1,4,11,15,167,158,78,78,36,188,261,22
d3243,311,311,0,136,168,5,8,22,29,169,174,52,49,76,193,212,14
d3244,266,266,0,86,158,8,62,66,58,155,174,19,16,32,102,296,58
d3245,284,0,284,96,175,5,36,8,11,134,127,108,109,67,283,147,0
d3246,308,308,0,137,164,4,13,34,30,179,148,52,47,65,196,201,28
d3247,307,0,307,80,221,3,14,11,15,193,194,66,66,40,215,265,25
d3248,321,0,321,131,189,1,0,7,10,129,129,114,123,31,181,268,32
d3249,277,277,0,102,133,15,120,97,99,140,161,13,23,29,73,349,82
d3250,280,280,0,95,162,11,50,69,63,173,142,35,20,25,119,307,51
d3251,279,279,0,104,141,12,96,93,88,146,153,21,17,19,92,334,73
d3252,290,290,0,101,162,13,64,69,74,166,174,23,22,35,136,314,43
d3253,260,260,0,86,156,3,72,67,72,126,157,32,25,34,109,286,50
d3254,188,188,0,34,86,24,196,122,109,109,86,19,29,7,54,334,79
d3255,291,291,0,91,182,7,51,66,61,179,167,31,23,31,115,327,54
d3256,283,0,283,95,172,4,57,11,8,135,146,115,93,60,285,162,1
d3257,303,303,0,106,171,8,79,86,73,175,176,20,21,33,122,345,51
d3258,266,0,266,66,189,1,50,12,8,150,170,73,84,56,284,149,8
d3259,211,211,0,42,104,30,159,108,116,117,92,34,32,10,61,344,84
d3260,324,0,324,138,184,0,9,7,11,129,116,134,118,51,186,248,30
d3261,267,267,0,102,126,19,90,94,95,153,120,19,20,28,84,301,88
d3262,261,0,261,62,189,7,14,11,12,170,146,65,71,57,260,146,12
d3263,311,311,0,129,177,2,13,28,31,159,172,61,51,73,178,237,14
d3264,276,276,0,94,155,10,76,75,51,163,168,27,26,42,117,306,45
d3265,278,0,278,68,194,9,30,14,14,158,169,76,82,60,285,157,11
d3266,260,0,260,63,186,4,34,15,8,152,163,76,67,52,261,154,14
d3267,325,325,0,143,176,1,23,30,34,173,177,45,62,74,206,222,19
d3268,275,275,0,103,130,15,120,100,88,153,142,22,23,28,87,352,61
d3269,288,288,0,103,161,8,69,57,58,157,176,32,38,48,129,295,46
d3270,291,0,291,81,205,3,9,12,8,162,190,67,70,30,187,268,24
d3271,300,0,300,127,166,4,14,10,7,118,104,122,124,28,187,244,26
d3272,281,0,281,72,199,4,28,15,7,160,158,88,82,47,281,170,12
d3273,256,256,0,83,144,10,87,60,78,161,152,22,15,41,114,285,48
d3274,214,214,0,41,103,29,187,123,128,95,102,31,42,13,61,359,88
d3275,276,276,0,111,134,9,102,89,85,145,144,24,21,34,86,310,78
d3276,279,0,279,71,200,2,27,8,17,155,160,69,95,74,265,157,8
d3277,196,196,0,40,90,26,175,105,113,106,97,23,29,14,52,326,81
d3278,269,269,0,103,133,12,95,86,96,135,138,24,21,28,80,310,82
d3279,321,0,321,127,190,1,12,11,8,124,112,118,149,46,187,262,27
d3280,269,269,0,92,156,9,54,62,73,163,137,21,29,31,110,296,48
d3281,289,0,289,98,186,1,19,19,14,164,162,66,67,38,179,254,21
d3282,251,251,0,92,122,16,98,77,82,148,136,25,14,31,79,310,62
d3283,313,0,313,131,176,2,19,8,11,98,152,118,121,47,189,234,38
d3284,267,267,0,105,131,14,79,93,93,126,132,28,16,35,67,315,71
d3285,297,0,297,114,175,2,25,17,6,144,132,92,104,50,289,154,2
d3286,281,281,0,114,133,13,91,102,89,144,138,20,17,23,81,336,70
d3287,270,270,0,98,152,7,59,72,53,163,157,15,22,30,102,302,48
d3288,274,274,0,93,160,10,52,71,66,160,156,21,21,27,122,293,53
d3289,289,0,289,113,170,2,17,8,13,105,95,118,137,47,192,217,20
d3290,266,0,266,60,199,1,27,14,11,173,149,65,76,56,260,161,11
d3291,273,273,0,108,129,12,108,88,83,143,153,25,18,38,85,309,78
d3292,308,308,0,115,171,8,60,66,75,157,184,34,25,27,119,325,70
d3293,316,316,0,127,185,3,6,35,28,172,174,41,62,71,204,214,23
d3294,262,262,0,83,156,7,71,66,53,150,170,20,28,32,132,280,43
d3295,298,0,298,113,181,1,13,3,5,119,106,124,134,36,184,242,29
d3296,300,0,300,105,187,4,18,10,9,127,130,126,107,63,286,160,0
d3297,317,317,0,134,176,4,13,35,29,184,159,48,56,67,203,230,11
d3298,318,0,318,139,178,0,4,14,9,122,116,123,115,48,191,226,34
d3299,308,308,0,124,180,2,9,21,29,175,164,53,57,64,215,199,21
d3300,286,0,286,72,204,4,26,17,12,169,174,68,78,60,284,165,9
d3301,264,0,264,60,192,3,38,14,10,161,156,92,58,60,271,148,12
d3302,268,0,268,61,199,0,36,7,8,142,181,71,86,56,264,167,8
d3303,269,269,0,89,162,5,60,53,69,138,180,24,24,39,125,273,51
d3304,273,0,273,71,187,4,50,11,14,169,168,78,67,66,268,165,8
d3305,208,208,0,41,99,25,195,112,131,111,102,23,30,7,52,352,98
d3306,287,287,0,89,166,15,75,59,57,179,190,28,28,42,121,316,62
d3307,288,288,0,115,153,7,57,67,60,177,157,23,15,35,132,268,64
d3308,306,0,306,121,166,4,63,3,5,140,129,119,132,62,292,172,2
d3309,279,0,279,76,196,4,14,8,11,174,175,62,64,29,198,245,22
d3310,267,267,0,101,131,19,72,79,81,142,157,16,17,28,81,308,75
d3311,257,257,0,87,138,18,63,78,73,138,152,15,24,37,114,282,47
d3312,264,264,0,83,154,14,63,69,62,184,140,22,19,33,113,302,48
d3313,279,279,0,104,134,15,115,96,92,164,150,7,23,39,73,354,66
d3314,267,267,0,103,139,7,85,77,64,159,138,26,23,30,112,290,55
d3315,263,0,263,67,189,1,26,12,10,180,174,46,52,36,178,226,34
d3316,268,268,0,94,153,13,35,59,68,152,147,26,22,48,100,281,45
d3317,265,0,265,58,201,2,18,8,9,148,150,89,80,51,271,148,14
d3318,277,277,0,101,141,13,95,104,96,146,134,21,16,22,71,338,86
d3319,324,324,0,140,179,2,13,22,36,172,174,59,54,61,227,213,16
d3320,273,0,273,95,165,4,39,5,10,125,125,117,94,62,265,148,1
d3321,313,313,0,137,172,0,23,27,27,168,189,44,49,78,219,193,14
d3322,270,270,0,115,118,16,91,81,102,141,132,17,17,24,79,304,83
d3323,255,0,255,67,182,4,10,9,5,144,157,66,72,48,248,146,11
d3324,300,0,300,96,201,1,10,14,13,185,184,55,60,32,185,263,31
d3325,267,267,0,113,119,13,101,90,92,115,156,12,26,20,79,323,69
d3326,293,293,0,96,173,11,57,53,61,207,163,24,24,39,124,316,53
d3327,282,282,0,94,169,9,44,67,60,172,156,21,27,40,107,303,53
d3328,310,0,310,122,186,0,9,7,7,114,131,116,128,47,181,235,40
d3329,267,267,0,81,159,11,72,60,59,149,184,21,31,39,121,297,47
d3330,281,0,281,88,188,2,12,9,13,181,146,67,66,36,193,228,25
d3331,298,298,0,132,155,2,37,30,19,171,165,47,53,59,194,218,14
d3332,210,210,0,45,100,18,210,133,116,111,93,31,25,7,52,367,83
d3333,309,309,0,129,171,4,22,32,33,162,168,49,61,70,211,203,21
d3334,266,0,266,63,195,4,17,11,12,159,161,67,72,57,254,160,11
d3335,254,0,254,63,181,1,39,11,7,149,149,66,85,47,253,156,11
d3336,301,0,301,129,168,2,10,8,6,109,114,128,116,45,189,218,29
d3337,266,266,0,101,137,10,81,84,86,137,140,19,20,34,74,308,70
d3338,264,264,0,101,125,14,106,77,93,136,161,15,17,28,80,322,69
d3339,260,260,0,90,140,11,85,84,83,150,143,15,13,22,90,294,82
d3340,293,0,293,73,218,1,4,15,18,162,178,77,66,43,196,248,29
d3341,313,0,313,129,179,2,14,6,6,119,120,132,124,43,183,251,30
d3342,307,0,307,127,173,3,17,11,4,119,124,117,124,38,204,225,32
d3343,270,0,270,62,202,4,10,13,16,145,153,69,92,60,255,160,13
d3344,298,0,298,90,199,7,9,11,5,157,182,82,81,67,294,148,9
d3345,279,279,0,96,163,7,61,62,71,169,150,22,30,27,112,320,45
d3346,273,0,273,68,195,5,23,14,9,146,187,76,64,62,256,168,10
d3347,280,0,280,76,196,2,28,6,10,160,166,84,76,53,251,183,15
d3348,329,329,0,140,179,4,24,30,39,167,191,51,56,75,217,223,19
d3349,266,266,0,101,129,14,106,79,77,156,146,28,21,45,87,314,61
d3350,278,278,0,95,136,22,113,102,106,141,159,18,20,31,74,361,80
d3351,335,0,335,137,193,2,12,7,8,108,129,155,134,37,218,255,31
d3352,277,0,277,68,198,5,26,11,12,151,162,83,86,59,278,152,16
d3353,261,261,0,105,117,18,88,75,97,135,134,23,17,23,77,313,68
d3354,193,193,0,27,89,31,209,125,134,101,96,25,26,6,46,371,84
d3355,219,219,0,37,110,39,148,124,120,116,105,29,28,10,59,374,79
d3356,301,0,301,117,171,7,28,10,8,133,141,114,102,64,295,148,1
d3357,249,0,249,47,188,8,29,10,22,145,149,71,79,55,267,149,5
d3358,276,276,0,93,158,12,58,65,64,151,170,25,28,32,97,316,58
d3359,312,312,0,141,164,5,11,29,25,170,162,53,56,73,207,201,14
d3360,284,0,284,127,149,0,39,6,6,111,104,128,109,30,178,225,31
d3361,264,264,0,99,134,10,94,81,79,138,159,20,14,30,78,300,83
d3362,219,219,0,50,99,25,196,129,123,97,114,27,29,7,59,368,85
d3363,257,257,0,92,131,16,82,81,86,131,151,15,20,24,72,312,76
d3364,270,0,270,82,183,1,20,8,13,148,169,61,72,43,185,222,21
d3365,299,299,0,120,171,2,25,32,15,179,172,49,46,55,204,220,14
d3366,273,273,0,93,155,9,74,78,65,153,168,18,22,30,104,321,49
d3367,321,0,321,142,176,0,13,14,9,120,105,123,136,33,204,241,29
d3368,263,0,263,60,193,3,31,9,8,160,156,64,89,58,276,139,13
d3369,294,0,294,72,214,2,27,13,7,176,183,76,78,47,287,190,9
d3370,262,262,0,83,159,6,64,73,64,153,142,31,20,30,98,305,50
d3371,207,207,0,47,86,33,181,115,119,107,107,27,24,7,55,374,63
d3372,273,273,0,106,145,9,60,75,72,144,144,22,26,40,94,306,43
d3373,318,0,318,131,182,4,4,10,7,130,117,122,125,34,188,259,30
d3374,292,292,0,114,159,11,35,67,54,154,176,24,25,37,112,292,59
d3375,243,0,243,51,179,5,40,9,7,157,145,77,69,54,258,142,10
d3376,314,0,314,108,194,5,30,14,10,141,132,125,119,65,291,182,3
d3377,259,0,259,50,192,6,47,12,12,165,161,73,76,62,264,155,18
d3378,258,0,258,57,189,7,24,11,13,154,158,76,68,48,259,165,8
d3379,288,0,288,67,217,3,4,11,12,167,195,58,71,37,191,260,26
d3380,278,278,0,107,164,2,27,25,25,162,155,57,44,71,190,195,12
d3381,296,296,0,118,169,4,23,29,27,160,177,49,49,80,198,194,19
d3382,303,303,0,148,147,3,24,27,21,165,158,52,52,58,211,191,15
d3383,251,251,0,103,122,14,57,88,76,123,125,18,16,31,70,277,68
d3384,265,265,0,90,152,12,49,66,75,143,154,21,20,36,94,302,47
d3385,284,284,0,99,165,8,54,57,67,166,173,26,18,29,121,300,57
d3386,255,255,0,85,140,6,107,81,76,147,150,23,13,22,67,334,67
d3387,290,290,0,122,144,10,61,76,62,149,155,36,23,39,115,299,48
d3388,270,0,270,65,195,2,36,9,11,183,146,70,78,56,271,159,11
d3389,286,286,0,114,137,14,93,99,95,131,157,19,22,33,89,328,73
d3390,272,272,0,113,124,7,124,92,84,163,126,19,22,31,98,311,66
